Character,Жив ли персонаж?,Является ли персонаж Адмиралом Дозора?,Был ли персонаж Адмиралом Дозора?,Является ли персонаж Старшей Звездой (Бедствием Пиратов Зверей)?,Был ли персонаж юнгой/учеником?,Является ли персонаж археологом?,Является ли персонаж наемным убийцей?,Был ли персонаж наемным убийцей?,Был ли персонаж горным бандитом?,Является ли персонаж барменом?,Является ли персонаж ботаником?,Был ли персонаж охотником за головами?,Является ли персонаж брокером Подполья?,Был ли персонаж главой Сайфер Пол 9?,Является ли персонаж работником кафе?,Является ли персонаж капитаном?,Был ли персонаж капитаном?,Был ли персонаж капитаном?,Является ли персонаж начальником штаба?,Является ли персонаж агентом Сайфер Пол?,Был ли персонаж агентом Сайфер Пол?,Является ли персонаж бойцом команды?,Является ли персонаж командиром королевской гвардии?,Является ли персонаж коком (поваром)?,Является ли персонаж старшим офицером Кросс Гильдии?,Является ли персонаж разборщиком кораблей?,Является ли персонаж бригадиром Дока №1?,Является ли персонаж врачом?,Является ли персонаж Ёнко (Императором Моря)?,Был ли персонаж Ёнко?,Является ли персонаж первым помощником капитана (старпомом)?,Был ли персонаж первым помощником капитана?,Является ли персонаж рыбаком?,Был ли персонаж агентом Фронтира (Барок Воркс)?,Является ли персонаж Генералом-Зомби?,Является ли персонаж Божественным стражем?,Является ли персонаж рулевым?,Является ли персонаж королем?,Был ли персонаж Кингсбёрдом (вестником королей Минков)?,Является ли персонаж капитаном Морского Дозора?,Является ли персонаж капитан-лейтенантом Морского Дозора?,Был ли персонаж офицером Морского Дозора?,Является ли персонаж наемником?,Был ли персонаж наемником?,Выращивает ли персонаж мандарины (миканы)?,Является ли персонаж министром Королевства Рюгу?,Является ли персонаж музыкантом?,Является ли персонаж мушкетером?,Является ли персонаж навигатором?,Является ли персонаж ниндзя?,Был ли персонаж аристократом/дворянином?,Был ли персонаж офицером-агентом (Барок Воркс)?,Является ли персонаж питомцем команды?,Является ли персонаж пиратом?,Был ли персонаж пиратом?,Был ли персонаж пиратским юнгой?,Является ли персонаж пиратским капитаном?,Был ли персонаж пиратским капитаном?,Является ли персонаж капитаном/адмиралом пиратского флота?,Является ли персонаж верховным офицером пиратов?,Является ли персонаж офицером пиратов?,Был ли персонаж офицером пиратов?,Был ли персонаж фальшивым пиратом?,Является ли персонаж жрецом Энеля?,Является ли персонаж принцем?,Является ли персонаж принцем Королевства Рюгу?,Является ли персонаж принцессой?,Был ли персонаж узником/заключенным?,Является ли персонаж узником Импел Даун?,Был ли персонаж узником Импел Даун?,Является ли персонаж вассалом/слугой?,Является ли персонаж вассалом семьи Кодзуки?,Является ли персонаж королевским ездовым животным/транспортом?,Является ли персонаж правителем Амазон Лили?,Является ли персонаж самураем?,Является ли персонаж ученым?,Является ли персонаж старшим офицером?,Был ли персонаж слугой?,Является ли персонаж воином Шандии?,Является ли персонаж Синъути (Звездным исполнителем Пиратов Зверей)?,Является ли персонаж корабельным плотником?,Был ли персонаж рабом?,Является ли персонаж снайпером?,Был ли персонаж солдатом?,Является ли персонаж Генералом-Сладостью (Пиратов Большой Мамочки)?,Является ли персонаж мечником?,Продает ли персонаж такояки?,Является ли персонаж вором?,Был ли персонаж вором?,Входит ли персонаж в Тройку Мушкетеров Инуараси?,Является ли персонаж Вице-адмиралом Дозора?,Был ли персонаж Вице-адмиралом Дозора?,Был ли персонаж Шичибукаем (Морским Лордом)?,Является ли персонаж воином?,Является ли персонаж Мировым Дворянином (Тэнрюбито)?,Был ли персонаж Мировым Дворянином (Тэнрюбито)?,Был ли персонаж боссом Якудза?,Имеет ли персонаж группу крови F (III / B)?,Имеет ли персонаж группу крови S (I / O)?,Имеет ли персонаж группу крови S RH- (I / O редкую)?,Имеет ли персонаж группу крови X (II / A)?,Имеет ли персонаж группу крови XF (IV / AB)?,Происходит ли персонаж из Калм Белт (Амазон Лили)?,Происходит ли персонаж из Ист Блю?,Происходит ли персонаж с островов Кономи (Ист Блю)?,Происходит ли персонаж с островов Гекко (Ист Блю)?,Происходит ли персонаж из Королевства Гоа (Ист Блю)?,Происходит ли персонаж из Логтауна (Ист Блю)?,Происходит ли персонаж с островов Орган (Ист Блю)?,Происходит ли персонаж с Гранд Лайн?,Происходит ли персонаж из Королевства Арабаста (Гранд Лайн)?,Родился ли персонаж в одном из портов Гранд Лайн?,Происходит ли персонаж с Дрессрозы (Гранд Лайн)?,Происходит ли персонаж из Королевства Драм (Гранд Лайн)?,Происходит ли персонаж с Эльбафа (Гранд Лайн)?,Происходит ли персонаж с Грин Бит (Гранд Лайн)?,Родился ли персонаж на корабле Моби Дик?,Происходит ли персонаж из Королевства Могаро (Гранд Лайн)?,Происходит ли персонаж из Княжества Мокомо (Гранд Лайн)?,Родился ли персонаж на корабле в Гранд Лайн?,Происходит ли персонаж из Королевства Рюгу (Гранд Лайн)?,Происходит ли персонаж с Острова Рыболюдей (Королевство Рюгу)?,Происходит ли персонаж с Острова Рыболюдей (Королевство Рюгу)?,Происходит ли персонаж со Скайпии (Гранд Лайн)?,Происходит ли персонаж из Тотто Лэнд (Гранд Лайн)?,Происходит ли персонаж из Страны Вано (Гранд Лайн)?,Происходит ли персонаж из Уотер 7 (Гранд Лайн)?,Происходит ли персонаж из Норт Блю?,Происходит ли персонаж из Королевства Джерма (Норт Блю)?,Происходит ли персонаж с Ред Лайн (Мариджоа)?,Происходит ли персонаж с Небесного Острова Бирка?,Происходит ли персонаж с Небесного Острова Скайпия?,Происходит ли персонаж из Саут Блю?,Происходит ли персонаж из Страны Вано?,Происходит ли персонаж из Вест Блю?,Происходит ли персонаж из Страны Кано (Вест Блю)?,Происходит ли персонаж с Охара (Вест Блю)?,Съел ли персонаж Дьявольский фрукт?,Обладает ли персонаж фруктом Сукэ Сукэ но Ми (Прозрачность)?,Обладает ли персонаж фруктом Уо Уо но Ми модель: Лазурный Дракон?,Обладает ли персонаж фруктом Мера Мера но Ми (Огонь)?,Обладает ли персонаж фруктом Сору Сору но Ми (Душа)?,Обладает ли персонаж фруктом Гура Гура но Ми (Землетрясение)?,Персонажу меньше 25 лет?,Персонажу от 25 до 60 лет?,Персонажу больше 60 лет?,Низкого ли персонаж роста?,Высокого ли персонаж роста?,Гигантского ли персонаж роста?,Появлялся ли персонаж в арке Арабаста?,Появлялся ли персонаж в ранних арках саги Арабасты?,Появлялся ли персонаж в арке Амазон Лили?,Появлялся ли персонаж в арке Арлонг Парк?,Появлялся ли персонаж в арке Барати?,Появлялся ли персонаж в арке Дрессроза?,Появлялся ли персонаж в арке Остров Рыболюдей?,Появлялся ли персонаж в арке Импел Даун?,Появлялся ли персонаж в арке Левели (Совет Королей)?,Появлялся ли персонаж в арке Логтаун?,Появлялся ли персонаж в арке Маринфорд?,Появлялся ли персонаж в арке Орандж-Таун?,Появлялся ли персонаж в арке Панк Хазард?,Появлялся ли персонаж в арке На заре приключений (Romance Dawn)?,Появлялся ли персонаж в арке Архипелаг Сабаоди?,Появлялся ли персонаж в арке Скайпия?,Появлялся ли персонаж в арке Деревня Сиропа?,Появлялся ли персонаж в арке Триллер Барк?,Появлялся ли персонаж в арке Страна Вано?,Появлялся ли персонаж в арке Уотер 7 / Эниес Лобби?,Появлялся ли персонаж в арке Пирожный Остров?,Появлялся ли персонаж в арке Дзо?,Относится ли Дьявольский фрукт к типу Древний Зоан?,Является ли Дьявольский фрукт Искусственным Зоаном (Смайлом)?,Относится ли Дьявольский фрукт к типу Логия?,Относится ли Дьявольский фрукт к типу Мифический Зоан?,Относится ли Дьявольский фрукт к типу Парамеция?,Относится ли Дьявольский фрукт к типу Обычный Зоан?Bishamon
Black Maria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bell-mère,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bepo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benn Beckman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellamy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bentham,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zeus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zeo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zeff,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
